Champions,SpellId,SpellName,SpellSlot,Airborne,ForcedAction,Root,Sleep,Stasis,Stun,Supression,Polymorph,Slow,Cripple,Ground,Kinematics,Nearsight,Silence,Drowsy,Blind,AutoTargeted,DirectionFixedDistance,LocationTargeted,UnitTargeted,MiniUnitTargeted,TerrainTargeted,Blink,Reset,Execute,Finisher,InvulnerabilityUntargetableVanished,BlockedByChampion,BlockedByMinion,BlocksAuto,BlocksProjectiles,MultipleCharges,MovementsBuff,PointAndClick,NormalShield,MagicShield,SpellShield,PhysicalShield,AutoReset,PhysicalDamage,MagicDamage,TrueDamage,Temp
Xin Zhao,XinZhaoW,Wind Becomes Lightning,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Xin Zhao,XinZhaoE,Audacious Charge,E,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,
Xin Zhao,XinZhaoR,Crescent Guard,R,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
Yasuo,Yasuo_Passive.png,Way of the Wanderer,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
Yasuo,YasuoQ1Wrapper,Steel Tempest,Q,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Yasuo,YasuoW,Wind Wall,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
Yasuo,YasuoE,Sweeping Blade,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,
Yasuo,YasuoR,Last Breath,R,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,
Yone,YonePassive.png,Way of the Hunter,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yone,YoneQ,Mortal Steel,Q,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,
Yone,YoneW,Spirit Cleave,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,
Yone,YoneE,Soul Unbound,E,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,
Yone,YoneR,Fate Sealed,R,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,
Yorick,Yorick_P.png,Shepherd of Souls,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorick,YorickQ,Last Rites,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,
Yorick,YorickW,Dark Procession,W,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yorick,YorickE,Mourning Mist,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Yorick,YorickR,Eulogy of the Isles,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Yunara,Yunara_Passive.png,Vow of the First Lands,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yunara,YunaraQ,Cultivation of Spirit,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,
Yunara,YunaraW,Arc of Judgment | Arc of Ruin,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Yunara,YunaraE,Kanmei's Steps | Untouchable Shadow,E,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,
Yunara,YunaraR,Transcend One's Self,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuumi,YuumiP2.png,Feline Friendship,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuumi,YuumiQ,Prowling Projectile,Q,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Yuumi,YuumiW,You and Me!,W,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,
Yuumi,YuumiE,Zoomies,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,
Yuumi,YuumiR,Final Chapter,R,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,
Zaahen,ZaahenP.png,Cultivation of War,P,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
Zaahen,ZaahenQ,The Darkin Glaive,Q,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,
Zaahen,ZaahenW,Dreaded Return,W,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Zaahen,ZaahenE,Aureate Rush,E,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,
Zaahen,ZaahenR,Grim Deliverance,R,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,
Zac,ZacPassive.png,Cell Division,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zac,ZacQ,Stretching Strikes,Q,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,,1,,
Zac,ZacW,Unstable Matter,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Zac,ZacE,Elastic Slingshot,E,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
Zac,ZacR,Let's Bounce!,R,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Zed,ZedP.png,Contempt for the Weak,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zed,ZedQ,Razor Shuriken,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Zed,ZedW,Living Shadow,W,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Zed,ZedE,Shadow Slash,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Zed,ZedR,Death Mark,R,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,,1,,,,,,1,,,
Zeri,ZeriP.png,Living Battery,P,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
Zeri,ZeriQ,Burst Fire,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Zeri,ZeriW,Ultrashock Laser,W,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,
Zeri,ZeriE,Spark Surge,E,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,
Zeri,ZeriR,Lightning Crash,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,
Ziggs,ZiggsPassiveReady.png,Short Fuse,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ziggs,ZiggsQ,Bouncing Bomb,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Ziggs,ZiggsW,Satchel Charge,W,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
Ziggs,ZiggsE,Hexplosive Minefield,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Ziggs,ZiggsR,Mega Inferno Bomb,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Zilean,Zilean_Passive.png,Time In A Bottle,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilean,ZileanQ,Time Bomb,Q,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Zilean,ZileanW,Rewind,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zilean,TimeWarp,Time Warp,E,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,
Zilean,ChronoShift,Chronoshift,R,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,
Zoe,Zoe_P.png,More Sparkles!,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoe,ZoeQ,Paddle Star!,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,
Zoe,ZoeW,Spell Thief,W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,
Zoe,ZoeE,Sleepy Trouble Bubble,E,,,,1,,,,,1,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,
Zoe,ZoeR,Portal Jump,R,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,
Zyra,ZyraP.png,Garden of Thorns,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zyra,ZyraQ,Deadly Spines,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Zyra,ZyraW,Rampant Growth,W,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,
Zyra,ZyraE,Grasping Roots,E,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
Zyra,ZyraR,Stranglethorns,R,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
